288416442,3
6784800960,4
9069147600,3
288416443,4
288416444,4
9069147599,4
1452379098,4
5832570079,4
288416451,4
1452381150,6
1452381159,4
288416469,4
9100117641,4
3597705277,4
288416470,6
3597703012,4
3597705276,6
288416472,4
4955283750,6
288416494,4
1450543212,4
1895404416,4
288416501,6
7769513845,4
5453861861,6
9776946575,4
288416503,6
7214524622,6
4871286879,6
5453861850,8
288416506,4
7214630786,6
288416507,6
9776946598,6
7214524618,6
9776946591,4
288416508,6
4871251797,6
7214631179,4
7214524627,4
288416512,4
7214524653,4
9215307620,8
288416515,4
9215307622,4
9183259854,8
288416543,6
7214630859,4
5454111646,6
9091523261,8
438314919,2
6555207890,3
438315375,4
6067433156,4
4550914614,6
438315435,4
9392021318,6
438315517,6
4550914099,4
4871025434,4
2923198525,6
438315527,4
4550914468,6
9277367989,6
438315536,6
2923198531,6
438315597,6
4550914555,6
6056158399,6
9694001874,6
438315714,4
8258914090,3
6038832465,2
6038832425,3
439751770,3
9921713725,3
9921713729,3
439751999,3
9921713727,3
6140535460,3
439752000,3
441087931,3
7804260671,1
441176900,6
5561505777,4
8150291061,6
8150291057,4
441176937,6
5482982912,4
3541376413,8
6252988208,4
441176946,2
7814455103,3
441177054,4
4934036027,6
441177459,6
3541376541,6
5482982883,3
4934035814,6
441177465,6
441177467,6
5482982897,2
4934035817,6
441177469,4
4934036034,6
441177478,6
8474352732,6
4934036100,6
5482982389,4
441187715,4
2956775838,3
7622274312,3
529927871,5
7214720607,7
529928024,8
529927872,6
7214715253,6
10223670979,6
5249979163,8
529927875,4
7938942674,6
1470694917,4
529927889,8
5198399110,6
7892972506,4
529928012,6
529927926,6
529928010,6
529928005,6
9502579029,6
8857299465,2
8348439693,6
5249979168,6
529931530,6
9505189005,8
5402478031,8
9505189153,8
529931553,6
2923196154,5
5402477967,8
3541376447,8
529932267,6
5454311776,6
8023552425,8
8023552418,6
529939756,3
6555216677,3
9285884580,4
529939769,6
529939776,6
9373143074,6
9085272188,4
529939772,6
5454111217,6
529939773,6
5454111435,4
5454111436,6
9373143190,4
6074425833,4
5402478130,6
529939777,3
9214245842,4
529940735,4
5454311746,4
8150290917,6
529940746,8
3541376590,8
5402477945,8
529941162,4
5454311741,6
5454311731,4
529941320,6
5573283830,4
7093092851,4
2572152643,8
529941389,4
7093092837,3
4220425694,6
529941754,4
2691001206,6
4952959788,6
529942124,4
8021419393,3
8021419324,6
529942317,6
8021419319,6
4398995343,8
9190609023,4
529942361,6
9280083689,6
9190609027,6
529942364,8
1574436183,8
9188702867,6
4398995933,2
8021419334,6
529942365,6
9190608929,6
9188702884,6
529943512,8
5133405737,6
9694001937,4
5133405741,6
9660071870,2
529943517,2
9218295806,6
628636367,4
2690137843,6
6669258500,6
628636370,4
4367594379,4
5573421276,4
628636385,6
5454289467,6
5454289460,8
9069150924,4
628636388,4
4954741900,4
7823205679,4
628636403,4
8193699216,3
4897640422,8
628636411,4
9069147595,3
628641729,4
5573283891,4
5053143825,3
628641746,4
5745232691,4
5745232706,6
628641748,6
2923196175,4
5745232717,6
5573283919,6
628641769,4
7624048735,6
7624048737,8
671595750,3
9190609011,4
671595865,4
6555208025,3
9190609009,6
671596023,4
8021419296,4
9190608982,4
671596034,4
5166935416,4
8021409875,2
672324779,6
8321305246,6
8321305252,3
8321305236,6
672324793,4
7214630852,6
8321305253,3
672324808,4
2572147321,4
9776949826,4
672325211,4
7214630951,6
2572147362,4
672325229,4
8712203946,6
5454148905,2
672325242,4
5454149511,6
9257069027,4
672325259,4
4550856204,4
7214595433,3
672325261,3
672325285,6
8264470745,6
9513361466,4
8264498140,2
702752587,4
702752589,4
2575917798,4
1471829585,4
9967427536,4
702752827,4
5198705747,6
9407692635,2
702752857,4
5198702955,8
5198702960,4
1072698604,5
3541363381,5
4447921440,4
7804260644,3
1108422605,3
5453985250,3
1108422683,4
1901524183,4
1108422733,6
1108423190,6
8193711330,4
2572147242,6
1108422768,4
3597631794,4
1895404300,4
1108422819,3
1108423134,3
1452359036,3
1108422826,4
1452354604,6
1108422837,4
2572147249,4
2572147244,6
1108422885,6
1452252808,3
8193711356,6
1108422932,4
4550854623,6
6784800958,3
1108423012,4
1452378023,4
6784806589,4
1108423077,3
2408595811,4
2572164255,4
6784800984,4
1108423149,6
4367594378,6
8193711326,6
1159223045,6
4548258436,6
3562055475,8
3516887960,6
1159223968,3
5508368257,3
1339762127,6
2956775837,6
3541427578,6
1450520646,3
8193711351,3
1450523743,4
9199234311,6
9102672716,8
1450523744,4
8193711338,3
9199234292,6
1450525206,3
1450527027,3
1450529906,3
8193711339,4
1450529869,3
1450527580,3
1450529867,3
8193711341,4
1453671798,3
1450531670,4
1450532959,4
9102732942,6
1450532957,3
9776946573,4
1830092535,4
1450544173,4
9100117658,4
1452212873,3
8193711344,4
8193711348,3
1452221437,3
1452223729,3
1452221491,3
8193711350,4
