136,"(103.9842633, 30.817404299999993)"
137,"(103.9832014, 30.821086600000005)"
138,"(103.97969510000001, 30.821707899999993)"
139,"(103.9795738, 30.822189800000004)"
140,"(103.9794519, 30.822855399999998)"
141,"(103.9811752, 30.821721400000005)"
142,"(103.978231, 30.821061299999993)"
143,"(103.9784742, 30.818961699999996)"
144,"(103.9794481, 30.822850799999998)"
145,"(103.97026, 30.80377079999999)"
146,"(103.9646419, 30.8101227)"
147,"(103.969966, 30.8046225)"
148,"(103.9707188, 30.8026068)"
149,"(103.9623977, 30.812094999999992)"
150,"(103.9673266, 30.807917199999995)"
151,"(103.9703705, 30.804616000000006)"
152,"(103.9691368, 30.806141200000003)"
153,"(103.9539725, 30.835980299999985)"
154,"(103.9541653, 30.8359509)"
155,"(103.9588783, 30.835315699999992)"
156,"(103.9527106, 30.840625)"
157,"(103.9555518, 30.831256100000004)"
158,"(103.9561013, 30.828965399999998)"
159,"(103.9468994, 30.8376402)"
160,"(103.9533714, 30.838048800000003)"
161,"(103.9599227, 30.835166699999995)"
162,"(103.95826, 30.840947499999995)"
163,"(103.9524296, 30.841511699999995)"
164,"(103.9529748, 30.84124969999999)"
165,"(103.9522913, 30.841569899999993)"
166,"(103.95088090000002, 30.84470189999999)"
167,"(103.9491322, 30.8432403)"
168,"(103.9470019, 30.848818300000005)"
169,"(103.9409939, 30.8523195)"
170,"(103.9565013, 30.845442800000004)"
171,"(103.9464238, 30.8446896)"
172,"(103.9487744, 30.8445424)"
173,"(103.9527172, 30.838555300000003)"
174,"(103.9578802, 30.823239500000003)"
175,"(103.944, 30.834268500000004)"
176,"(103.9378239, 30.837355000000002)"
177,"(103.9587146, 30.820448300000006)"
178,"(103.96008500000002, 30.81600909999999)"
179,"(103.9586028, 30.820819300000004)"
180,"(103.95816690000001, 30.820493099999997)"
181,"(103.964528, 30.8100483)"
182,"(103.9564176, 30.812379400000008)"
183,"(103.9737995, 30.817360900000004)"
184,"(103.97113920000001, 30.816462499999986)"
185,"(103.9741802, 30.81743709999999)"
186,"(103.9728163, 30.817144200000005)"
187,"(103.9612674, 30.8226973)"
188,"(103.9683858, 30.8129916)"
189,"(103.9767612, 30.815722600000004)"
190,"(103.977778, 30.8199185)"
191,"(103.97926030000002, 30.817839199999998)"
192,"(103.97770990000001, 30.820831199999997)"
193,"(103.9771129, 30.819718800000004)"
194,"(103.9792007, 30.8203234)"
195,"(103.9776431, 30.816913399999997)"
196,"(103.9670436, 30.813983699999994)"
197,"(103.9679242, 30.810238)"
198,"(103.9656849, 30.8149879)"
199,"(103.9662162, 30.8128865)"
200,"(103.9677852, 30.808140799999993)"
201,"(103.962827, 30.8124743)"
202,"(103.9626215, 30.765759099999997)"
203,"(103.9625095, 30.765660399999994)"
204,"(103.9656747, 30.763876399999994)"
205,"(103.959881, 30.76331300000001)"
206,"(103.9596004, 30.767364599999997)"
207,"(103.9510972, 30.7716665)"
208,"(103.9669254, 30.7633375)"
209,"(103.9668271, 30.763227900000008)"
210,"(103.9633225, 30.760945599999992)"
211,"(103.9575141, 30.761128800000005)"
212,"(103.9572136, 30.7645754)"
213,"(103.9760206, 30.750683499999994)"
214,"(103.9766441, 30.751403099999994)"
215,"(103.9758464, 30.750823799999996)"
216,"(103.9742835, 30.748649999999994)"
217,"(103.9773663, 30.752283799999987)"
218,"(103.977576, 30.751816099999992)"
219,"(103.9750142, 30.7515931)"
220,"(103.9741375, 30.748838400000004)"
221,"(103.9772717, 30.752468499999992)"
222,"(103.9782119, 30.758851199999995)"
223,"(103.981216, 30.75601620000001)"
224,"(103.9795026, 30.754749299999997)"
225,"(103.9825212, 30.7570654)"
226,"(103.978129, 30.758910599999993)"
227,"(103.97957170000001, 30.7599442)"
228,"(103.976413, 30.757478399999997)"
229,"(103.9796909, 30.754593000000003)"
230,"(103.9775238, 30.75275089999999)"
231,"(104.01497720000002, 30.770566)"
232,"(104.0151225, 30.770550800000002)"
233,"(104.0150575, 30.770651199999993)"
234,"(104.0140041, 30.770308300000003)"
235,"(104.0149601, 30.770647600000007)"
236,"(104.0166726, 30.769803099999997)"
237,"(104.0151483, 30.770774899999996)"
238,"(104.015023, 30.77072769999999)"
239,"(104.015301, 30.770563399999997)"
240,"(104.01671560000001, 30.7698669)"
241,"(104.0152585, 30.768439899999997)"
242,"(104.0177448, 30.76857599999999)"
243,"(104.01734490000001, 30.771583699999994)"
244,"(104.01939840000001, 30.766562699999998)"
245,"(104.0139341, 30.767149699999997)"
246,"(104.0163206, 30.767529500000002)"
247,"(104.0150247, 30.768780400000004)"
248,"(104.0193129, 30.766566599999997)"
249,"(104.013591, 30.76740299999999)"
250,"(104.0171977, 30.76652009999999)"
251,"(104.0141489, 30.767939)"
252,"(104.01231690000002, 30.769333700000008)"
253,"(104.0178939, 30.773188999999988)"
254,"(104.0176167, 30.772463999999992)"
255,"(104.01966680000001, 30.7717693)"
256,"(104.0162906, 30.772917999999994)"
257,"(104.0193822, 30.775596300000004)"
258,"(104.0202123, 30.772353100000007)"
259,"(104.0165994, 30.773637499999996)"
260,"(104.0196629, 30.7708687)"
261,"(104.016213, 30.7729446)"
262,"(104.020333, 30.777186)"
263,"(104.0207528, 30.775131700000006)"
264,"(104.0219753, 30.7798969)"
265,"(104.0166355, 30.7780999)"
266,"(104.0207626, 30.7738505)"
267,"(104.0233598, 30.774861099999995)"
268,"(103.9225605, 30.800863100000004)"
269,"(103.9223822, 30.8007728)"
270,"(103.9236, 30.797937900000004)"
271,"(103.9193775, 30.806481599999994)"
272,"(103.9226711, 30.800998999999987)"
273,"(103.9194736, 30.8066072)"
274,"(103.92378980000001, 30.797840900000008)"
275,"(103.9246342, 30.7944991)"
276,"(103.9197479, 30.800196299999996)"
277,"(103.9211092, 30.794057799999994)"
278,"(103.9246653, 30.7944135)"
279,"(103.924842, 30.7945258)"
280,"(103.9211528, 30.793978299999992)"
281,"(103.9175871, 30.79414729999999)"
282,"(103.9254565, 30.7922002)"
283,"(103.9248726, 30.794439799999996)"
284,"(103.8995955, 30.813220499999996)"
285,"(103.8995323, 30.813100699999996)"
286,"(103.8974173, 30.810964)"
287,"(103.9036961, 30.81186290000001)"
288,"(103.8978449, 30.813561999999997)"
289,"(103.8983841, 30.8135427)"
290,"(103.8996851, 30.813330699999995)"
291,"(103.9037775, 30.811974700000007)"
292,"(103.8898488, 30.812591299999994)"
293,"(103.9009409, 30.808611100000007)"
294,"(103.8946813, 30.8083326)"
295,"(103.9038363, 30.811818300000006)"
296,"(103.9019012, 30.809699100000003)"
297,"(103.9077865, 30.8106159)"
298,"(103.9039228, 30.811929299999992)"
299,"(103.90258070000002, 30.810328399999996)"
300,"(103.906433, 30.807541499999996)"
301,"(103.9105666, 30.8097043)"
302,"(103.90398240000002, 30.812051399999994)"
303,"(103.9141266, 30.808742399999996)"
304,"(103.9137416, 30.808717500000004)"
305,"(103.908749, 30.806405599999994)"
306,"(103.9140493, 30.80862189999999)"
307,"(103.9111978, 30.805148100000004)"
308,"(103.9084926, 30.806025099999996)"
309,"(103.9193135, 30.8065305)"
310,"(103.9183926, 30.8051885)"
311,"(103.9194126, 30.8066608)"
312,"(103.992574, 30.736712399999988)"
313,"(103.99269910000001, 30.7367488)"
314,"(103.99234350000002, 30.736850999999994)"
315,"(103.9924748, 30.7366831)"
316,"(103.99250380000001, 30.7368821)"
317,"(103.9933979, 30.736980699999993)"
318,"(103.9334777, 30.780196100000005)"
319,"(103.9355076, 30.778817500000006)"
320,"(103.931361, 30.777503299999985)"
321,"(103.9317396, 30.781453799999998)"
322,"(103.9355057, 30.77895759999999)"
323,"(103.9354029, 30.7785452)"
324,"(103.9399833, 30.77575759999999)"
325,"(103.9307431, 30.776620799999996)"
326,"(103.9344895, 30.776171600000005)"
327,"(103.92887530000002, 30.778787800000003)"
328,"(103.996112, 30.760835699999998)"
329,"(103.9948597, 30.764593099999985)"
330,"(103.9933509, 30.768666199999988)"
331,"(103.9948328, 30.7646705)"
332,"(104.0044657, 30.767207399999993)"
333,"(103.9944479, 30.7644856)"
334,"(103.994427, 30.7645613)"
335,"(103.9935562, 30.768179499999995)"
336,"(104.0050116, 30.767425599999992)"
337,"(104.0121799, 30.769805699999996)"
338,"(103.9915921, 30.773209000000005)"
339,"(103.9905297, 30.7746457)"
340,"(103.9929276, 30.773820599999997)"
341,"(103.9904376, 30.774578500000008)"
342,"(103.9885693, 30.776568900000004)"
343,"(103.7890841, 30.8681466)"
344,"(103.7893892, 30.8679459)"
345,"(103.7890648, 30.867582499999997)"
346,"(103.7894383, 30.8679023)"
347,"(103.7896705, 30.868268300000004)"
348,"(103.7889257, 30.86875849999999)"
349,"(103.7866141, 30.864828099999993)"
350,"(103.7901023, 30.8673625)"
351,"(103.7898765, 30.8683949)"
352,"(103.7866526, 30.864764400000006)"
353,"(103.7930877, 30.8719738)"
354,"(103.7930277, 30.8720246)"
355,"(103.7932696, 30.8723035)"
356,"(103.7934166, 30.871730899999996)"
357,"(103.7933516, 30.8722571)"
358,"(103.7928069, 30.871659599999997)"
359,"(103.7953621, 30.874567400000004)"
360,"(103.7954012, 30.874483099999996)"
361,"(103.7952487, 30.874477799999994)"
362,"(103.79546180000001, 30.87461220000001)"
363,"(103.7943864, 30.875647)"
364,"(103.7976295, 30.872027999999997)"
365,"(103.7955124, 30.87454569999999)"
366,"(103.7953022, 30.874414700000003)"
367,"(103.7945923, 30.873771999999992)"
368,"(103.7942791, 30.8755698)"
369,"(103.8057793, 30.880658500000003)"
370,"(103.8057363, 30.8806902)"
371,"(103.8036849, 30.878850999999994)"
372,"(103.8064569, 30.8815196)"
373,"(103.8095863, 30.879192200000006)"
374,"(103.8080249, 30.883339899999996)"
375,"(103.8056844, 30.880565800000003)"
376,"(103.8037278, 30.878816599999993)"
377,"(103.8019278, 30.8775986)"
378,"(103.8127008, 30.897361200000006)"
379,"(103.8118434, 30.890986000000005)"
380,"(103.8104043, 30.89714530000001)"
381,"(103.8127415, 30.899285800000005)"
382,"(103.8119172, 30.891005299999996)"
383,"(103.8115173, 30.889136)"
384,"(103.8078213, 30.8916816)"
385,"(103.8154772, 30.9087597)"
386,"(103.8153897, 30.908761799999994)"
387,"(103.8136874, 30.903916799999994)"
388,"(103.8167261, 30.911126599999992)"
389,"(103.8182479, 30.908011499999986)"
390,"(103.8169661, 30.911364200000005)"
391,"(103.8143311, 30.90552599999999)"
392,"(103.813351, 30.90286149999999)"
393,"(103.8061106, 30.90606950000001)"
394,"(103.8188469, 30.918148199999997)"
395,"(103.818766, 30.918106799999986)"
396,"(103.8187307, 30.9184113)"
397,"(103.8197269, 30.918265500000004)"
398,"(103.8188578, 30.918080399999994)"
399,"(103.8180338, 30.9150577)"
400,"(103.8185966, 30.918359199999994)"
401,"(103.8176035, 30.9208625)"
402,"(103.8209903, 30.9185643)"
403,"(103.82277830000001, 30.9268734)"
404,"(103.8227431, 30.92644679999999)"
405,"(103.8227239, 30.926288300000007)"
406,"(103.82136940000001, 30.927161199999993)"
407,"(103.823026, 30.928260899999994)"
408,"(103.8239564, 30.926852399999998)"
409,"(103.8225176, 30.9247115)"
410,"(103.8225795, 30.9247087)"
411,"(103.9175026, 30.894806500000005)"
412,"(103.9168837, 30.89523289999999)"
413,"(103.9193304, 30.8938258)"
414,"(103.9305605, 30.8818781)"
415,"(103.9168028, 30.895290199999998)"
416,"(103.9192344, 30.898464199999996)"
417,"(103.9060805, 30.797683799999994)"
418,"(103.9057933, 30.797844399999995)"
419,"(103.908744, 30.8011522)"
420,"(103.9060155, 30.7976062)"
421,"(103.9062257, 30.797602499999996)"
422,"(103.9056597, 30.797916999999995)"
423,"(103.9057351, 30.797768299999998)"
424,"(103.9083768, 30.8012831)"
425,"(103.9088963, 30.80106930000001)"
426,"(103.911641, 30.804913700000004)"
427,"(103.9082573, 30.80132639999999)"
428,"(103.90987320000002, 30.8032277)"
429,"(103.91176870000001, 30.804839799999993)"
430,"(103.9144638, 30.8084859)"
431,"(103.9113254, 30.8050826)"
432,"(103.9122238, 30.78755640000001)"
433,"(103.9165525, 30.783592999999996)"
434,"(103.9092616, 30.7840694)"
435,"(103.915886, 30.791938099999996)"
436,"(103.9166731, 30.783733499999997)"
437,"(103.9212252, 30.780015900000002)"
438,"(103.8973185, 30.785450900000004)"
439,"(103.8988771, 30.783336700000003)"
440,"(103.903615, 30.782546600000003)"
441,"(103.8446261, 30.811102700000003)"
442,"(103.8963569, 30.7847647)"
443,"(103.9036724, 30.782704799999994)"
444,"(103.9143073, 30.774194199999997)"
445,"(103.8989469, 30.783236700000007)"
446,"(103.8995015, 30.792103499999996)"
447,"(103.8962983, 30.79225840000001)"
448,"(103.90069960000001, 30.7914326)"
449,"(103.8986527, 30.790968899999996)"
450,"(103.914581, 30.808449299999992)"
451,"(103.9145794, 30.808595000000004)"
452,"(103.8986, 30.790898900000002)"
453,"(103.8998363, 30.790319299999997)"
454,"(103.8961655, 30.79224949999999)"
455,"(103.89977860000002, 30.790245000000002)"
456,"(103.8959276, 30.787344599999987)"
457,"(103.8918123, 30.7892982)"
458,"(103.8942012, 30.792403799999988)"
459,"(103.8921868, 30.793906800000002)"
460,"(103.8917564, 30.789221699999995)"
461,"(103.8886872, 30.790793000000004)"
462,"(103.9025516, 30.79304060000001)"
463,"(103.9026361, 30.793139199999995)"
464,"(103.90263980000002, 30.7929811)"
465,"(103.9003069, 30.790074399999998)"
466,"(103.9022361, 30.793222299999996)"
467,"(103.9022979, 30.793317900000005)"
468,"(103.90272740000002, 30.7930925)"
469,"(103.8886554, 30.775222699999997)"
470,"(103.889058, 30.774982800000007)"
471,"(103.8857234, 30.771156799999986)"
472,"(103.8888645, 30.77551440000001)"
473,"(103.8894072, 30.774774999999995)"
474,"(103.8892727, 30.775306400000005)"
475,"(103.88884490000001, 30.774683499999984)"
476,"(103.8855124, 30.77122889999999)"
477,"(103.8842795, 30.7691387)"
478,"(103.8962038, 30.78493390000001)"
479,"(103.8962643, 30.78464500000001)"
480,"(103.9208538, 30.7876663)"
481,"(103.9213353, 30.7801382)"
482,"(103.9187464, 30.7894719)"
483,"(103.9239346, 30.788899900000004)"
484,"(103.9055876, 30.802293999999993)"
485,"(103.9097799, 30.8032819)"
486,"(103.8397944, 30.815025500000004)"
487,"(103.8396878, 30.8150277)"
488,"(103.8442548, 30.814864100000005)"
489,"(103.8397975, 30.814939900000006)"
490,"(103.8396838, 30.814944099999998)"
491,"(103.83756700000002, 30.81511199999999)"
492,"(103.8482442, 30.8146416)"
493,"(103.8483512, 30.8146836)"
494,"(103.8534488, 30.8149422)"
495,"(103.8475562, 30.8146995)"
496,"(103.8475016, 30.8144988)"
497,"(103.849559, 30.813645099999988)"
498,"(103.8554066, 30.815033999999986)"
499,"(103.8534942, 30.815100599999997)"
500,"(103.8516032, 30.8121411)"
501,"(103.8536767, 30.813970100000002)"
502,"(103.8462386, 30.814720999999995)"
503,"(103.8474115, 30.814678400000002)"
504,"(103.8447955, 30.814793199999997)"
505,"(103.8474144, 30.814786299999998)"
506,"(103.8465071, 30.813431299999998)"
507,"(103.8426637, 30.814381000000004)"
508,"(103.8446901, 30.8153356)"
509,"(103.8399362, 30.818121099999995)"
510,"(103.9000315, 30.784652400000002)"
511,"(103.8447033, 30.814864799999985)"
512,"(103.8278584, 30.829241800000002)"
513,"(103.8448066, 30.8153095)"
514,"(103.8446926, 30.814797199999994)"
515,"(103.8448123, 30.8148603)"
516,"(103.8453501, 30.814832399999993)"
517,"(103.8189624, 30.842054400000006)"
518,"(103.8257006, 30.832017899999997)"
519,"(103.847556, 30.81480330000001)"
520,"(103.849861, 30.819800899999997)"
521,"(103.8497277, 30.819879000000004)"
522,"(103.850488, 30.8210955)"
523,"(103.85031060000001, 30.842427900000008)"
524,"(103.8605926, 30.84958389999999)"
525,"(103.8604901, 30.8485961)"
526,"(103.8670452, 30.840307599999996)"
527,"(103.8561786, 30.833183099999985)"
528,"(103.85027890000002, 30.842374699999997)"
529,"(103.8461163, 30.839148999999995)"
530,"(103.8398519, 30.814331600000006)"
531,"(103.8404563, 30.814935000000002)"
532,"(103.8419366, 30.815224700000005)"
533,"(103.839667, 30.814497499999995)"
534,"(103.839203, 30.81495710000001)"
535,"(103.837503, 30.815006699999987)"
536,"(103.873114, 30.814841699999985)"
537,"(103.8738808, 30.813468199999985)"
538,"(103.8740688, 30.813388099999997)"
539,"(103.8778624, 30.807445699999995)"
540,"(103.8749346, 30.814919899999996)"
541,"(103.8714603, 30.815831199999998)"
542,"(103.8737043, 30.815604800000003)"
543,"(103.8751179, 30.814816799999992)"
544,"(103.8757071, 30.810268799999996)"
545,"(103.86848810000001, 30.8012149)"
546,"(103.8779817, 30.8073483)"
547,"(103.8780458, 30.8075737)"
548,"(103.8920373, 30.802155499999998)"
549,"(103.8913135, 30.801856300000004)"
550,"(103.8920844, 30.802074500000003)"
551,"(103.8898633, 30.803814799999998)"
552,"(103.8938973, 30.8033486)"
553,"(103.8914187, 30.801809000000002)"
554,"(103.8883371, 30.801349299999995)"
555,"(103.8939997, 30.803292999999986)"
556,"(103.8890419, 30.803018100000003)"
557,"(103.8912359, 30.8050588)"
558,"(103.9186664, 30.776805100000004)"
559,"(103.9186021, 30.77685539999999)"
560,"(103.9139471, 30.780479999999997)"
561,"(103.9157497, 30.773809599999993)"
562,"(103.9234922, 30.773028400000005)"
563,"(103.9213388, 30.7799414)"
564,"(103.9158886, 30.773699899999997)"
565,"(103.9115364, 30.7775989)"
566,"(103.9163868, 30.783393399999998)"
567,"(103.9067848, 30.780888800000003)"
568,"(103.8977976, 30.783196899999997)"
569,"(103.89495470000001, 30.782899799999996)"
570,"(103.8960452, 30.78503979999999)"
571,"(103.8972594, 30.786238300000004)"
572,"(103.8961504, 30.784796699999998)"
573,"(103.8959568, 30.784953000000005)"
574,"(103.8970546, 30.786390800000003)"
575,"(103.89685710000002, 30.786217100000002)"
576,"(103.897462, 30.786518100000002)"
577,"(103.8945865, 30.782744400000002)"
578,"(103.8975189, 30.786596699999986)"
579,"(103.9003513, 30.78992729999999)"
580,"(103.8972543, 30.7866986)"
581,"(103.9002406, 30.789988700000002)"
582,"(103.8999581, 30.790252499999998)"
583,"(103.8999008, 30.790177199999988)"
584,"(103.9020297, 30.792957699999985)"
585,"(103.9020462, 30.793070099999998)"
586,"(103.8958618, 30.787265699999995)"
587,"(103.8966898, 30.7868675)"
588,"(103.8934219, 30.788428200000002)"
589,"(103.8971968, 30.786620700000004)"
590,"(103.896873, 30.786465400000008)"
591,"(103.8911505, 30.7968683)"
592,"(103.8922614, 30.794557100000002)"
593,"(103.8925111, 30.79861950000001)"
594,"(103.891081, 30.7969082)"
595,"(103.890245, 30.7956722)"
596,"(103.90279490000002, 30.803298999999996)"
597,"(103.9031555, 30.7992369)"
598,"(103.9063925, 30.8033278)"
599,"(103.9003903, 30.800508900000004)"
600,"(103.9047783, 30.805612699999987)"
601,"(103.901886, 30.799803699999995)"
602,"(103.90669530000001, 30.803716599999998)"
603,"(103.90684400000002, 30.8049588)"
604,"(103.8989914, 30.8011055)"
605,"(103.90032590000001, 30.8004335)"
606,"(103.9010371, 30.808545200000005)"
607,"(103.906112, 30.807167199999995)"
608,"(103.9368733, 30.757069499999997)"
609,"(103.9292316, 30.7628708)"
610,"(103.917365, 30.7940678)"
611,"(103.8826344, 30.804716800000005)"
612,"(103.8824905, 30.804652199999992)"
613,"(103.8838168, 30.805802199999984)"
614,"(103.8802841, 30.806123400000008)"
615,"(103.8825678, 30.804605699999993)"
616,"(103.8854224, 30.8030686)"
617,"(103.879641, 30.8016458)"
618,"(103.8821023, 30.8075191)"
619,"(103.8850189, 30.806814000000003)"
620,"(103.8825154, 30.8078368)"
621,"(103.8790254, 30.808196300000002)"
622,"(103.8853103, 30.8029561)"
623,"(103.8797069, 30.801605099999996)"
624,"(103.8776856, 30.7995296)"
625,"(103.8746089, 30.8050892)"
626,"(103.8806664, 30.809220799999995)"
627,"(103.8768763, 30.81095459999999)"
628,"(103.8781094, 30.811642399999993)"
629,"(103.8925581, 30.7987165)"
630,"(103.8924245, 30.798672600000003)"
631,"(103.8938199, 30.800161299999992)"
632,"(103.892494, 30.798756700000002)"
633,"(103.895768, 30.7969266)"
634,"(103.8877281, 30.801698999999985)"
635,"(103.8875825, 30.8016374)"
636,"(103.887664, 30.801584599999995)"
637,"(103.8860714, 30.799752799999993)"
638,"(103.8870248, 30.8045613)"
639,"(103.8861825, 30.799715400000004)"
640,"(103.8890178, 30.800941000000005)"
641,"(103.9061645, 30.79752300000001)"
642,"(103.9019963, 30.793480099999993)"
643,"(103.9023691, 30.793410100000003)"
644,"(103.9021421, 30.7931045)"
645,"(103.900867, 30.794087399999995)"
646,"(103.90240670000001, 30.793553299999996)"
647,"(103.9018294, 30.799738399999992)"
648,"(103.9007857, 30.7983951)"
649,"(103.9042533, 30.798575499999995)"
650,"(103.9107098, 30.795087399999996)"
651,"(103.9105762, 30.795065199999996)"
652,"(103.8996234, 30.796873799999997)"
653,"(103.8971308, 30.796144999999985)"
654,"(103.90002410000001, 30.797411800000006)"
655,"(103.9019579, 30.795547700000004)"
656,"(103.898343, 30.797740599999994)"
657,"(103.8968743, 30.798403899999993)"
658,"(103.8973026, 30.798951099999996)"
659,"(103.89893950000001, 30.8010394)"
660,"(103.8957755, 30.802563499999994)"
661,"(103.8980859, 30.799951899999996)"
662,"(103.8957065, 30.8024922)"
663,"(103.8956926, 30.802601499999998)"
664,"(103.8984038, 30.80552999999999)"
665,"(103.8882624, 30.7985254)"
666,"(103.8901632, 30.795717399999994)"
667,"(103.7946689, 30.867502)"
668,"(103.82184960000001, 30.838040999999997)"
669,"(103.8265704, 30.837405600000004)"
670,"(103.8238812, 30.835579800000005)"
671,"(103.7935619, 30.87123040000001)"
672,"(103.7908383, 30.8703923)"
673,"(104.0295993, 30.75001090000001)"
674,"(104.0312642, 30.7508747)"
675,"(104.0316535, 30.7503804)"
676,"(104.02941220000001, 30.75314429999999)"
677,"(104.0307266, 30.7483479)"
678,"(104.02914780000002, 30.749777000000012)"
679,"(104.0317166, 30.750417199999998)"
680,"(104.0353249, 30.746205299999996)"
681,"(104.0353762, 30.746151899999994)"
682,"(104.0354331, 30.746161500000003)"
