line,bus,bus_y,start_time,start,end_time,end,duration,status
228,21022435,74,2022-06-01 12:21:00,741,2022-06-01 12:51:00,771,1780,other
228,21022435,74,2022-06-01 12:51:00,771,2022-06-01 14:06:00,846,4501,o
228,21022435,74,2022-06-01 14:06:00,846,2022-06-01 14:46:00,886,2400,other
228,21022435,74,2022-06-01 14:46:00,886,2022-06-01 14:48:00,888,150,d
228,21022435,74,2022-06-01 14:48:00,888,2022-06-01 15:20:00,920,1890,other
228,21022435,74,2022-06-01 15:20:00,920,2022-06-01 16:41:00,1001,4872,o
228,21022435,74,2022-06-01 16:41:00,1001,2022-06-01 17:26:00,1046,2691,other
228,21022435,74,2022-06-01 17:26:00,1046,2022-06-01 17:28:00,1048,130,d
228,21022435,74,2022-06-01 17:28:00,1048,2022-06-01 18:01:00,1081,1996,other
228,21022435,74,2022-06-01 18:01:00,1081,2022-06-01 18:40:00,1120,2321,o
228,21022435,74,2022-06-01 18:40:00,1120,2022-06-01 19:19:00,1159,2336,other
228,21022435,74,2022-06-01 19:19:00,1159,2022-06-01 19:31:12,1171,732,d
228,21025184,75,2022-06-01 10:41:00,641,2022-06-01 11:09:00,669,1700,other
228,21025184,75,2022-06-01 11:09:00,669,2022-06-01 12:53:00,773,6207,o
228,21025184,75,2022-06-01 12:53:00,773,2022-06-01 13:32:00,812,2356,other
228,21025184,75,2022-06-01 13:32:00,812,2022-06-01 13:34:00,814,140,d
228,21025184,75,2022-06-01 13:34:00,814,2022-06-01 14:07:24,847,2004,other
228,21028126,76,2022-06-01 05:03:00,303,2022-06-01 07:07:00,427,7467,o
228,21028126,76,2022-06-01 07:07:00,427,2022-06-01 07:44:00,464,2214,other
228,21028126,76,2022-06-01 07:44:00,464,2022-06-01 07:57:00,477,754,d
228,21028126,76,2022-06-01 07:57:00,477,2022-06-01 08:32:00,512,2151,other
228,21028126,76,2022-06-01 08:32:00,512,2022-06-01 09:17:00,557,2663,o
228,21028126,76,2022-06-01 09:17:00,557,2022-06-01 09:55:00,595,2321,other
228,21028126,76,2022-06-01 09:55:00,595,2022-06-01 09:59:00,599,211,d
228,21028126,76,2022-06-01 09:59:00,599,2022-06-01 10:32:00,632,1998,other
228,21028126,76,2022-06-01 10:32:00,632,2022-06-01 11:16:00,676,2593,o
228,21028126,76,2022-06-01 11:16:00,676,2022-06-01 11:54:00,714,2339,other
228,21028126,76,2022-06-01 11:54:00,714,2022-06-01 11:57:00,717,171,d
228,21028126,76,2022-06-01 11:57:00,717,2022-06-01 12:30:00,750,1941,other
228,21028126,76,2022-06-01 12:30:00,750,2022-06-01 15:52:00,952,12109,o
228,21028126,76,2022-06-01 15:52:00,952,2022-06-01 16:31:00,991,2351,other
228,21028126,76,2022-06-01 16:31:00,991,2022-06-01 16:33:22,993,142,d
